song_order,track_name,album,year,nrgm_list,form_url,date,published,song_length,spotify,apple,fb,instrumental,lyrics,lyrics_url,analysis,main_lines,tags_adjective,tags_noun,sexual_themes,pg13,cancel_target,tragic_story,escapism,antihero,lgbt,substance_abuse,lastfm_sum,lastfm_pos
160,Luokkakokous,Kerran elämässä,1998,false,https://forms.gle/dRsXxyb8kdvmbsG77,2025-07-12 06:00:00 UTC,true,231,https://open.spotify.com/track/0bMAAo5Tl5oceAtMKk2JC4?si=6fe7132357e44886,https://music.apple.com/fi/album/luokkakokous/1443377859?i=1443378627&uo=4,,false,"Tavattiinko aivan suotta
Täällä lähes kolkyt vuotta myöhemmin
Kun mä luulin että vihdoin ymmärrän

Jotain kai se kieli musta
Jos mulla oli päässä kusta kuitenkin
Lukiossa vuonna -69

Iso-Jore huusi auton päältä:
""Paljon pidemmälle näkyy täältä!""
Ja oli näkevinään Ulla Perttilän
Sitä siihen aikaan ihasteltiin
Kadulla sen perään vihelleltiin
Lukiossa vuonna -69

Ehkä Ullan yli ajoi juna
Kun nyt se makaa hakkattuna tietenkin
Ja sen äijä löysi uuden ystävän

No Ulla oli hieno kimma
Sitä veti aina vaan se vimma jonnekin
Lukiossa vuonna -69

Iso-Jore huusi auton päältä:
""Paljon pidemmälle näkyy täältä!""
Ja oli näkevinään Ulla Perttilän
Sitä siihen aikaan ihasteltiin
Kadulla sen perään vihelleltiin
Lukiossa vuonna -69

Myös Esalla on muita huolia
Kai ne teloitukseen käyttää sähkötuolia
Ryöstösaaliiksi sai kinkkusämpylän

Sehän lähti Amerikkaan
Ja totes: ""Vinde ett mä diggaan valloista""
Lukiossa vuonna -69

Iso-Jore huusi auton päältä:
""Paljon pidemmälle näkyy täältä!""
Ja oli näkevinään Ulla Perttilän
Sitä siihen aikaan ihasteltiin
Kadulla sen perään vihelleltiin
Lukiossa vuonna -69",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/Luokkakokous,"Nostalgiaa herättävä luokkakokous, jossa muistelot menneistä vuosista sekoittuvat humoristiseen ja surumieliseen sävyyn. Vanhojen rakkauden kohteiden ja ystävien kohtaloita pohditaan, herättäen kysymyksiä ajasta ja muutoksesta.","""Tavattiinko aivan suotta / Täällä lähes kolkyt vuotta myöhemmin / Kun mä luulin että vihdoin ymmärrän""","nostalginen, ironinen, humoristinen, melankolinen, tarinallinen","ystävyys, nuoruus, muisto, ihastus, rikos, koulu, menneisyys",1,2,3,3,3,3,1,1,2618,165
161,Taas kun joululta näyttää,Varasteleva joulupukki,1990,false,https://forms.gle/jjQ1wptBtHkBSjmW7,2025-07-13 06:00:00 UTC,true,219,https://open.spotify.com/track/3cj1qLyz6s5xmkuEYkBdwC?si=b3018adb85ed49fa,https://music.apple.com/fi/album/taas-kun-joululta-n%C3%A4ytt%C3%A4%C3%A4/1443073261?i=1443074301&uo=4,,false,"Taas kun joululta näyttää
Nöyryys sydämeni täyttää
Muistan menneisyyden aikaa
Lapsuuden todellista taikaa

Hetken epäröivä toiveikkuus
Vielä mielen täyttää
Tienoon yllä syvä hiljaisuus
Taas kun joululta näyttää
Taas kun joululta näyttää

Lohduksi köyhimmänkin vaivaa
Veisattiin ""Enkeli taivaan""
Lasten laulava kuoro
Joulutodistusten vuoro

Hetken epäröivä toiveikkuus
Vielä mielen täyttää
Tienoon yllä syvä hiljaisuus
Taas kun joululta näyttää
Taas kun joululta näyttää

Saavu luoksemme joulu
Kun on kynttilöin koristettu koulu
Oven pieleen asetetut tossut
Yhä tuoksuvat piparkakkupossut

Hetken epäröivä toiveikkuus
Vielä mielen täyttää
Tienoon yllä syvä hiljaisuus
Taas kun joululta näyttää
Taas kun joululta näyttää
Taas kun joululta näyttää",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/Taas-kun-joululta-n%C3%A4ytt%C3%A4%C3%A4,"Sanoituksissa yhdistyy nostalgia ja joulun rauhoittava tunnelma, kun muistoissa liikutaan lapsuuden ilon ja toiveikkuuden parissa. Joulun aika tuo mukanaan sekä hiljaisuuden että yhteisöllisyyden, luoden lämpimän ja lohdullisen ilmapiirin.","""Taas kun joululta näyttää / Nöyryys sydämeni täyttää / Muistan menneisyyden aikaa / Lapsuuden todellista taikaa""","nostalginen, rauhallinen, toiveikas, herkkä, lämmin","joulu, lapsuus, muisto, hiljaisuus, köyhyys, musiikki, koulu, perinteet",1,1,1,1,3,1,1,1,2306,184
162,Tuhkimo Titanicin kannella,Raparperitaivas,1991,false,https://forms.gle/oJWzoPHLd5aWVxon7,2025-07-14 06:00:00 UTC,true,225,https://open.spotify.com/track/5CN5D70NViksAoMWabRQJH?si=4c5ee5f5e0054c1c,https://music.apple.com/fi/album/tuhkimo-titanicin-kannella/1443109065?i=1443111056&uo=4,,false,"Sä mulle taiot tyhjästä kuutamon
Vaikka jokin vatsanpohjassa velloo
Kun liidät tanssikengillä Tuhkimon
Ja tuskin muistat vilkaista kelloon

Sä tyynesti käyt nukkumaan
Ja käperryt kuin kuoreen
Ja jäät hukkumaan
Jos törmäämme vuoreen
Jäävuoreen taas

Kun me radiota kuunneltiin
Joku meitäkin paremmaksi pisti
Vaikka ihanasti suudeltiin
Jakorasia ja alkoholisti-poika

Kun hyvää yötä hellästi toivotan
Väsyneinä silmät painuvat umpeen
Jos merten pohjalta löydän simpukan
Tai lammen pinnalta poimin lumpeen

Sä tyynesti käyt nukkumaan
Ja käperryt kuin kuoreen
Ja jäät hukkumaan
Jos törmäämme vuoreen
Jäävuoreen taas

Kun me radiota kuunneltiin
Joku meitäkin paremmaksi pisti
Vaikka ihanasti suudeltiin
Jakorasia ja alkoholisti-poika

Sä tyynesti käyt nukkumaan
Ja käperryt kuin kuoreen
Ja jäät hukkumaan
Jos törmäämme vuoreen
Jäävuoreen taas

Kun me radiota kuunneltiin
Joku meitäkin paremmaksi pisti
Vaikka ihanasti suudeltiin
Jakorasia ja alkoholisti-poika",https://genius.com/Leevi-and-the-leavings-tuhkimo-titanicin-kannella-lyrics,"Rakkauden ja haavemaailman ristivetoa, jossa elämän realiteetit, kuten ongelmat ja menetykset, nousevat esiin kepeän tanssin taustalla. Lyyrisyyden kautta paljastuu haavoittuvuus ja kaipuu, vaikka pinnalla näyttää olevan juhlahumua.","""Sä tyynesti käyt nukkumaan / Ja käperryt kuin kuoreen / Ja jäät hukkumaan / Jos törmäämme vuoreen""","haikea, melankolinen, romanttinen, unelmoiva, surumielinen","rakkaus, suhde, unelmat, epävarmuus, musiikki, meri, yö",1,2,1,3,3,2,1,2,9844,47
163,Tiina-Liisa,Perjantai 14. päivä,1986,false,https://forms.gle/6vDPcs2P3yzPVL6P8,2025-07-15 06:00:00 UTC,true,141,https://open.spotify.com/track/3bWztfOwwJluF1EyshQsJW?si=b9a9c5845cad4543,https://music.apple.com/fi/album/tiina-liisa/1443371433?i=1443371700&uo=4,,false,"Mä kai huoltoasemalla sinut silloin huomasin
Näin sut pian kaikkialla, missä ikinä liikuinkin
Olit tyhmempi kuin luulin, sen pian huomasin
Ja se kaikki mitä kuulin, oli totta tietenkin

Joku huulias vielä suutelee
Minä ainakaan enää en nyt
Sun selityksiäsi kuuntele
Mikä saatana on sinuun mennytkään
Tiina-Liisa

Sä et ollut onnellinen, et koskaan hymyillyt
Takapenkki limousinen on duunipaikkas nyt
Mä en muista siitä mitään, olin silloin sekaisin
En muista edes sitä, että paikalta pakenin...

Joku huulias vielä suutelee
Minä ainakaan enää en nyt
Sun selityksiäsi kuuntele
Mikä saatana on sinuun mennytkään
Tiina-Liisa",https://genius.com/Leevi-and-the-leavings-tiina-liisa-lyrics,"Kappaleessa kuvataan pettymyksen ja hämmentyneisyyden tunteita ihmissuhteessa, jossa idealisoitu kumppani paljastuu todellisuudessa epäonniseksi ja pinnalliseksi. Henkilö kamppailee menneisyyden muistojen kanssa ja haluaa irtautua huonosta suhteesta.","""Olit tyhmempi kuin luulin, sen pian huomasin / Ja se kaikki mitä kuulin, oli totta tietenkin.""","sarkastinen, pettynyt, ironinen, melankolinen","ihmissuhteet, pettymys, työ, muisti, pako",1,2,3,3,2,2,1,1,2990,135
164,Aina mielessä,Bulebule,2000,false,https://forms.gle/zpw5JH7URMr6TLW27,2025-07-16 06:00:00 UTC,true,198,https://open.spotify.com/track/5gWAwAcDslLusW37z9uq1Z?si=f1b11442f6804688,https://music.apple.com/fi/album/aina-mieless%C3%A4/1443370101?i=1443370306&uo=4,,false,"Kerro reilusti vaan mikä naidessa naurattaa
Esitelläkin tahdot kaikkein salaisinta
Sä riisuut vaatteesi pois yhden kappaleen kerrallaan
Mä sua innostun moukaroimaan kuin alasinta
Se on aina mielessä ilman sitä ei kai elää vois
Kuin tatuointi kielessä ei edes kulumalla lähde pois
Se minussa on, se on naapurin niilossa
Se on ajatus ensimmäinen herätessä
Ja yhtä rietas sää oot vaikka pidät sen piilossa
Kokemuksia karttu vain niitä kerätessä
Se on aina mielessä ilman sitä ei kai elää vois
Kuin tatuointi kielessä ei edes kulumalla lähde pois
Saako loukattu sydän edes lohtua siitäkään
Kuinka kovaa se sänkyn pohja taas kolisikaan
Vai onko oltava vaiti kun sanat ei riitäkään
Jos antaa virran vain viedä ja on kun ei olsikaan
Se on aina mielessä ilman sitä ei kai elää voi
Kuin tatuointi kielessä ei edes kulumalla lähde pois",https://genius.com/Leevi-and-the-leavings-aina-mielessa-lyrics,"Intohimoinen ja leikkisä kuvaus rakkauden ja halujen voimasta, joka jää mieleen kuin pysyvä tatuointi. Laulu käsittelee syvää kiintymystä ja kaipuuta, joka ei himmene ajan myötä.","""Se on aina mielessä ilman sitä ei kai elää vois, kuin tatuointi kielessä ei edes kulumalla lähde pois.""","riemukas, rietas, intensiivinen, intohimoinen, salaperäinen","rakkaus, seksi, ajatus, sydän, kokemus",3,3,2,2,1,2,1,1,2962,137
165,Jouluksi mummolaan,Varasteleva joulupukki,1990,false,https://forms.gle/mhHtgaw9szBphDZ57,2025-07-17 06:00:00 UTC,true,172,https://open.spotify.com/track/4amHYNwQTYtRpegGMmgoBZ?si=ec31c22fa0184716,https://music.apple.com/fi/album/jouluksi-mummolaan/1443073261?i=1443074292&uo=4,,false,"Makaa joulukuusi kaatuneena
Miksi itket, Pikku-Leena
Komerossa piilossa vanhemmilta
Miksi isi ja äiti riitelitte
Tuskin edes huomasitte
Nythän on jouluilta

Pikkuveljen kanssa lähden
Meidän kotoa nyt on pakko päästä pois
Näkyy loiste joulutähden
Joka mummon luokse johtaa meidät vois

Voitte juopotella keskenänne
Kysyä vaikka itseltänne
Miksi me näytimme katkerilta
Kun on lattialla lahjasukset katkenneet
Ja oksennukset riippuvat rinnuksilta

Pikkuveljen kanssa lähden
Meidän kotoa nyt on pakko päästä pois
Näkyy loiste joulutähden
Joka mummon luokse johtaa meidät vois

Makaa joulukuusi kaatuneena
Miksi itket, Pikku-Leena
Komerossa piilossa vanhemmilta
Miksi isi ja äiti riitelitte
Tuskin edes huomasitte
Nythän on jouluilta

Pikkuveljen kanssa lähden
Meidän kotoa nyt on pakko päästä pois
Näkyy loiste joulutähden
Joka mummon luokse johtaa meidät vois",https://genius.com/Leevi-and-the-leavings-jouluksi-mummolaan-lyrics,"Joulunajan perhesiteet ja riidat koettelevat lapsen maailmaa, kun pikkuveljen kanssa paetaan kotoa mummolaan, jossa loistaa toivon joulutähti. Laulu yhdistää leikin ja surun, luoden lämpimiä muistoja haasteiden keskellä.","""Meidän kotoa nyt on pakko päästä pois, näkyy loiste joulutähden, joka mummon luokse johtaa meidät vois.""","surullinen, traaginen, tarinallinen, melankolinen","perhe, joulu, mummola, riita, pako, lapsuus",1,3,2,3,3,2,1,3,6986,60
166,Sandy,Hopeahääpäivä,2003,false,https://forms.gle/4zX1yqf1goCWR6BR9,2025-07-18 06:00:00 UTC,true,242,https://open.spotify.com/track/0DcRAg3N9pKUUohTiCLRnh?si=cc30226d2ad14557,https://music.apple.com/fi/album/sandy/1443293326?i=1443293816&uo=4,,false,"Sä liftasit kai moottoritieltä
Suoraan sydämmiin
Sen huomaa niin
Kun sen oikean kohtaa
Kerroit tulevasi taas jostain sieltä
Minne jouduttiin
Kun eksyksiin
Tie saattoi johtaa

Sandy voit laittaa kattoluukun kii
Jos tarttuu tuuli hiuksiis hiekanruskeisiin
Sandy kuljen kanssas taivaisiin
Ja olen onnellinen niin
Kun tavattiin
(kun tavattiin)
(kun tavattiin)
Paalupaikka maissipellosta
Piitaamatta ajokiellosta
Aika näky aurinkokellosta

Sä vaikutit niin säikähtäneeltä
Kun mä sanoin niin taas eksyttiin
Ja on lopussa bensa
Vaihde vapaalla pois jyrkänteeltä
Tielle valuttiin
Mies todistaa
Niin rakkautensa

Sandy voit laittaa kattoluukun kii
Jos tarttuu tuuli hiuksiis hiekanruskeisiin
Sandy kuljen kanssas taivaisiin
Ja olen onnellinen niin
Kun tavattiin
(kun tavattiin)
(kun tavattiin)
Paalupaikka maissipellosta
Piitaamatta ajokiellosta
Aika näky aurinkokellosta

Sandy voit laittaa kattoluukun kii
Jos tarttuu tuuli hiuksiis hiekanruskeisiin
Sandy kuljen kanssas taivaisiin
Ja olen onnellinen niin
Kun tavattiin
(kun tavattiin)
(kun tavattiin)",https://genius.com/Leevi-and-the-leavings-sandyy-lyrics,"Rakkauden ja seikkailun yhdistävä tarina, jossa kaksi ihmistä kohtaa elämän kiemurat ja löytää onnen hetkissä, unohtamatta menneitä haasteita.","""Sandy voit laittaa kattoluukun kii / Jos tarttuu tuuli hiuksiis hiekanruskeisiin / Sandy kuljen kanssas taivaisiin / Ja olen onnellinen niin.""","romanttinen, nostalginen, haaveileva, seikkailullinen, nuorekas","rakkaus, matka, auto, tie, vapaus, nuoruus, ystävyys",1,1,1,2,3,2,1,1,3324,123
167,Muurahaisen munat,Turkmenialainen tyttöystävä,1993,false,https://forms.gle/q6ygNYcAEjEXMTvR9,2025-07-19 06:00:00 UTC,true,105,https://open.spotify.com/track/1xY1bndMTPmr2LzUATTLFX?si=a8cab6519b6e4991,https://music.apple.com/fi/album/muurahaisen-munat/1443429662?i=1443430341&uo=4,,true,"","",Laulu on instrumentaali,Laulu on instrumentaali,"","",,,,,,,,,2624,164
168,Tulilanka palaa,Hopeahääpäivä,2003,false,https://forms.gle/nrN85cewgasz6HQU9,2025-07-20 06:00:00 UTC,true,219,https://open.spotify.com/track/66RBYBrW4M56Pj7XRlZFja?si=84c65aae466f4b0d,https://music.apple.com/fi/album/tulilanka-palaa/1443293326?i=1443294073&uo=4,,false,"Oh boy, oh boy
Tulilanka palaa
Oh boy, oh boy
Sytytin sen salaa

Hän on katalampi kaunotar
Mun unieni prinsessa
Made in Sansibar (2x)

Oh boy, oh boy
Tulilanka palaa
Oh boy, oh boy
Sytytin sen salaa

Hän on huvipuiston hurjapää
Palavissa vaatteissa
Pyörää pyörittää
Ja ajaa ympyrää

Hän yrittää
Ja jos kestää pää
Vaikka pyörryttää
Hän vielä kerran pyörittää
Se ei siihen jää
Eikä siihenkään
Lisää hämmentää
Kun paidan auki nyörittää

Oh boy, oh boy
Tulilanka palaa
Oh boy, oh boy
Sytytin sen salaa

Hän on satulassa seksikäs
Pyörän päällä vartalo
Mutkalla kuin S (2x)

Hän yrittää
Ja jos kestää pää
Vaikka pyörryttää
Hän vielä kerran pyörittää
Se ei siihen jää
Eikä siihenkään
Lisää hämmentää
Kun paidan auki nyörittää

Oh boy, oh boy
Tulilanka palaa
Oh boy, oh boy
Sytytin sen salaa

Hän on katalampi kaunotar
Mun unieni prinsessa
Made in Sansibar (2x)

Hän yrittää
Ja jos kestää pää
Vaikka pyörryttää
Hän vielä kerran pyörittää
Se ei siihen jää
Eikä siihenkään
Lisää hämmentää
Kun paidan auki nyörittää
(2x)

Oh boy, oh boy
Tulilanka palaa
Oh boy, oh boy
Sytytin sen salaa

Oh boy",https://www.letras.com/leevi-and-the-leavings/576392/,"Rohkean leikkisä ja seksikäs kuvaus salaisista intohimoista, joissa pyöriminen ja häilyvä huomio vievät mukanaan. Unelmien kaunotar tekee arjesta hurjemman ja tulisempaa.","""Tulilanka palaa, sytytin sen salaa. Hän on katalampi kaunotar, mun unieni prinsessa.""","jännittävä, viettelevä, mystinen, energinen, leikkisä","rakkaus, seikkailu, unelma, kauneus, jännitys",2,2,1,1,2,2,1,1,3045,130
169,Sydän etsii kodin itselleen,Hopeahääpäivä,2003,false,https://forms.gle/dAwVw3i5dugFRLYEA,2025-07-21 06:00:00 UTC,true,136,https://open.spotify.com/track/76Q8qS9qY5LNuXaelP3kSs?si=68302bb3482c4386,https://music.apple.com/fi/album/syd%C3%A4n-etsii-kodin-itselleen/1443293326?i=1443293911&uo=4,,false,"Hän on täyden kympin nainen
Pian kolmen lapsen äiti
Monen miehen painajainen, todellinen
 
Aina silloin kun on vaikeinta
Ja kyllästynyt vapauteen
Sydän etsii kodin itselleen

Usein töissä nukkuessaan
Herää siihen, kun on kylmä
Tyhjän vuokrakämpän vessaan kassit kun jäi
 
Aina silloin kun on vaikeinta
Ja kyllästynyt vapauteen
Sydän etsii kodin itselleen

Joku poikamiehen boksi
Missä siivota ei koskaan
Siihen nähden asunnoksi edullinen
 
Aina silloin kun on vaikeinta
Ja kyllästynyt vapauteen
Sydän etsii kodin itselleen x2",https://lyricstranslate.com/en/leevi-and-leavings-sydan-etsii-kodin-itselle-lyrics,"Kohottava ja samalla melankolinen kuvaus miehen sisäisestä ristiriidasta: vapaus houkuttelee, mutta sydän kaipaa kodin lämpöä ja sitoutumista.","""Sydän etsii kodin itselleen, Aina silloin kun on vaikeinta ja kyllästynyt vapauteen.""","surullinen, tarinallinen, haikea, realistinen, pohdiskeleva","sydän, koti, äiti, vapaus, asunto, poikamies, perhe",1,1,1,2,3,2,1,1,3124,126
170,Kuudentoista vuoden yhtäjaksoinen sade,Turkmenialainen tyttöystävä,1993,false,https://forms.gle/Lm9CWwwPrceExrB37,2025-07-22 06:00:00 UTC,true,190,https://open.spotify.com/track/6tG4EhJVyvZJULQIqjYJAv?si=214ba95c3e0846e4,https://music.apple.com/fi/album/kuudentoista-vuoden-yht%C3%A4jaksoinen-sade/1443429662?i=1443430360&uo=4,,false,"Kun tuulet toivat tullessaan
Sadepilvet ylle maan

Vesimassat valtaisat
Joka paikkaan tulvivat
Ja pian peittivät kaupungit alleen

Ei edes vuoren rinteillä
Enää voinut viljellä

Menetelmät muuttuivat
Tai mutaliejuun juuttuivat
Kun merenpinta nousi aina vain ylemmäs

Ja vesimassat valtaisat
Joka paikkaan tulvivat
Ja pian peittivät kaupungit alleen",https://genius.com/Leevi-and-the-leavings-kuudentoista-vuoden-yhtajaksoinen-sade-lyrics,"Ympäristön muutoksen uhkaava kuvaus, jossa jatkuva sade symboloi elämän haasteita ja luontoa, joka on ihmisen toimien armoilla.","""Kun tuulet toivat tullessaan / Sadepilvet ylle maan""","melankolinen, traaginen, synkkä, tarinallinen","luonto, ilmastonmuutos, tulva, kaupunki, viljely",1,1,1,3,3,1,1,1,2480,175
171,Edes kerran elämässä,Kerran elämässä,1998,false,https://forms.gle/g8LcqmwrwyMMgFjUA,2025-07-23 06:00:00 UTC,true,188,https://open.spotify.com/track/60XXm3JDAlDUojkZBAVrM5?si=19e85ad1931142b1,https://music.apple.com/fi/album/edes-kerran-el%C3%A4m%C3%A4ss%C3%A4/1443377859?i=1443378411,,false,"Vuonna ′75 Anniina oli amiksen hemaisevin nainen tai silloin talvella kun Anniina oli vielä koulussa.
Vuonna '76 Anniina oli jo itsensä elättävä nainen ja ravintolassa jurrissa riehui pikkujouluissa.
No kai sitä saa edes kerran elämässä kännissä jokeltaa.
Ja kai sitä saa edes kerran elämässä olla ja unohtaa vain.

Vuotta myöhemmin Anniina oli perheensä elättävä nainen ja syystä tietenkin Anniina pääsi lööppeihin.
No kai sitä saa edes kerran elämässä shamppanjaan sukeltaa.
Ja kai sitä saa edes kerran elämässä olla ja unohtaa kainosti.
Sanon sulle sen mä elän sun vuokses ja kainosti sanon sulle sen kun tulen ja luokses jään.

Tänä päivänä Anniina on se miehensä elättävä nainen kun omaa syytänsä miesystävä teki konkurssin.
No kai sitä saa edes kerran elämässä hetkisen levätä.
Ja kai sitä saa edes kerran elämässä olla ja unohtaa vain.

Ehkä huomenna Anniina on se kaikkensa yrittänyt nainen ja ylihuomenna jo letkuissa makaa itsekin.
No kai sitä saa edes kerran elämässä kuolla ja kelata.
Ja kai sitä saa edes kerran elämässä olla ja unohtaa aidosti.
Sanon sulle sen mä elän sun vuokses ja kainosti sanon sulle sen kun tulen ja luokses jään.",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/Edes-kerran-el%C3%A4m%C3%A4ss%C3%A4,"Anniinan elämänkaari, täynnä haasteita ja unohtumattomia hetkiä, vie kuulijan läpi naisen roolien muuntumisen ja jännitteiden, joissa hetkellinen vapaus ja unohtaminen ovat elämän suola. Laulu kutsuu nauttimaan elämästä, vaikka se olisi hetkellistä.","""No kai sitä saa edes kerran elämässä olla ja unohtaa vain.""","nostalginen, traaginen, realistinen, melankolinen, humoristinen","elämä, nainen, perhe, työ, juhla, vastuu, parisuhde, kuolema",1,2,3,3,3,2,1,2,4485,95
172,Kissanpentu,Single,1978,false,https://forms.gle/yHbJ6rcGvwWG3qMH9,2025-07-24 06:00:00 UTC,true,233,https://open.spotify.com/track/6T07R6kt8mxarLFXIFPAJ2?si=fb074216fd4b4c3d,https://music.apple.com/fi/album/kissanpentu-remastered-2016/1443387827?i=1443389013&uo=4,,false,"Sinä sytytit minut kuin savukkeen
Minä sinut kuin kynttilän
Vaikka koko kaupunki mainosvaloineen
Tuntui pimeässä sykkivän

Tuoksuit omenankukalle sylissäni
Sitä tuoksua rakastin
Ja vaikka ehkä halusitkin olla vain ystäväni
Tiesit ketä kaipasin iltaisin

Kissanpentu
Nyt kun yksin valvon talvi-illoin
Sytytän savukkeen ja pienen kynttilän

Kissanpentu
Tunnen vielä niin kuin tunsin silloin
Ja rakastan sinua vielä vähän enemmän

Sinä sytytit minut kuin savukkeen
Minä sinut kuin kynttilän
Vaikka koko kaupunki mainosvaloineen
Tuntui pimeässä sykkivän

Kissanpentu
Nyt kun yksin valvon talvi-illoin
Sytytän savukkeen ja pienen kynttilän

Kissanpentu
Tunnen vielä niin kuin tunsin silloin
Ja rakastan sinua vielä vähän enemmän",https://genius.com/Leevi-and-the-leavings-kissanpentu-lyrics,"Kipinöivä rakkaustarina, jossa ystävyyden rajat hämärtyvät syksyn pimeydessä. Nostalgia ja kaipuu kulkevat käsi kädessä, kun muistoja sytytetään kynttilöiden valossa.","""Kissanpentu, nyt kun yksin valvon talvi-illoin, sytytän savukkeen ja pienen kynttilän.""","romanttinen, nostalginen, haikea, intiimi, lämmin","rakkaus, yksinäisyys, muisto, suhde, kaupunki",1,1,1,2,3,1,1,1,4204,99
173,Unelmia ja toimistohommia,Musiikkiluokka,1989,false,https://forms.gle/W82WrD44uc1jV6HNA,2025-07-25 06:00:00 UTC,true,276,https://open.spotify.com/track/1oniIBuZHMZbNLibk5ffon?si=595bda781b774480,https://music.apple.com/fi/album/unelmia-ja-toimistohommia/1443109065?i=1443110423&uo=4,,false,"Maanantaiaamuna krapula ja vapina
Tuijotan vessan seinään

Olen työpaikan sonni, porsas sekä apina
Suu täynnä kuivaa heinää

Silti toimiston tyttöjen salaisissa unissa
Kaikkien kanssa vehtaan

Tunnen hankaussähköä, kipinöitä munissa
Minä se vasta kehtaan
Olla mies

Nainen
Tahdotko että sut pois näistä kuvioista veisin?
Jos haluat voit vaikka istua kasvojen päälle hajareisin
Ja syviä naarmuja raapia selkääni punaisilla kynsillä
Puhua kielillä, kiusata hengiltä
Tekemällä kaiken, kaiken

Maanantaiaamuna krapula ja vapina
Tuijotan vessan seinään

Olen työpaikan sonni, porsas sekä apina
Suu täynnä kuivaa heinää

Silti toimiston tyttöjen salaisissa unissa
Kaikkien kanssa vehtaan

Tunnen hankaussähköä, kipinöitä munissa
Minä se vasta kehtaan
Olla mies

Nainen
Tahdotko että sut pois näistä kuvioista veisin?
Jos haluat voit vaikka istua kasvojen päälle hajareisin
Ja syviä naarmuja raapia selkääni punaisilla kynsillä
Puhua kielillä, kiusata hengiltä
Tekemällä kaiken, kaiken

Maanantaiaamuna krapula ja vapina
Tuijotan vessan seinään

Olen työpaikan sonni, porsas sekä apina
Suu täynnä kuivaa heinää

Silti toimiston tyttöjen salaisissa unissa
Kaikkien kanssa vehtaan

Tunnen hankaussähköä, kipinöitä munissa
Minä se vasta kehtaan
Olla mies",https://genius.com/Leevi-and-the-leavings-unelmia-ja-toimistohommia-lyrics,"Arjen karu ja koominen kuvaus, jossa krapula ja toimistotyön monotonisuus kohtaavat seksuaalisuuden ja rohkeuden. Laulu leikkii miehen roolilla ja unelmilla, jotka elävät arkisuuden keskellä.","""Olen työpaikan sonni, porsas sekä apina / Suu täynnä kuivaa heinää.""","ironinen, humoristinen, provosoiva, itseironinen, leikittelevä","työelämä, sukupuoliroolit, unelmat, ihmissuhteet, seksuaalisuus",3,3,3,2,3,3,1,1,26050,8
174,Sininen koira,Kerran elämässä,1998,false,https://forms.gle/T9WDrGeVGXTFbXSQ9,2025-07-26 06:00:00 UTC,true,316,https://open.spotify.com/track/1CxtDw32ix2jV4PujKyCXS?si=36346d3fc0554e3e,https://music.apple.com/fi/album/sininen-koira/1443377859?i=1443378418&uo=4,,false,"Sullon sininen koira ja rättikattoinen Morris mini
Vitivalkoinen rotta ja ja lainassa mun Lambretta skootterini

Sullon poolopaita ja keltaiset saappaat
Sano mitä sä teet, kun mun sydämein kaappaat

Sä käyt apinan raivolla mieheen kiinni
Ja tartutat tuoksusi vaatteisiini

Kun sä hymyilet, multa putoavat housut
Down down down
Vaikka epäilet, että sulan sateeseen

Sullon sininen koira ja vihreää fosforia kynsissä
Ja joku takkuinen talja päiväpeittona sängyllä

Sun bikinipöksyt on seeprannahkaa
Ja eniten inhoat maitorahkaa",https://genius.com/Leevi-and-the-leavings-sininen-koira-lyrics,"Leikkisä ja absurdin värikäs kuvaus rakkauden ja halun kaoottisesta maailmasta, jossa arjen yksityiskohdat ja oudot yksityiskohdat sekoittuvat intohimon myrskyyn.","""Sullon sininen koira ja rättikattoinen Morris mini / Sano mitä sä teet, kun mun sydämein kaappaat.""","leikkisä, humoristinen, kevytmielinen, absurdi, värikäs","lemmikki, ajoneuvo, vaate, rakkaus, haju, eläin, ruoka",1,2,1,1,3,1,1,1,5774,76
175,Henry VIII: Tanssi poissaoleville ystäville,Perjantai 14. päivä,1986,false,https://forms.gle/6PCBzcbKvxdSo4ou9,2025-07-27 06:00:00 UTC,true,158,https://open.spotify.com/track/2f76rzFovfUDDrHtFQPKBu?si=7f665c52d49d4f58,https://music.apple.com/fi/album/henry-viii-tanssi-poissaoleville-yst%C3%A4ville/1443371433?i=1443371692&uo=4,,true,"","",Laulu on instrumentaali,Laulu on instrumentaali,"","",,,,,,,,,2908,141
